DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Summary Level,State,State FIPS,Insured Males 18-25,Noninsured Males 18-25,Females 18-25 with Insurance,Females 18-25 without insurance
312 - SYNCOPE & COLLAPSE,40118,NEA BAPTIST MEMORIAL HOSPITAL,3024 STADIUM BOULEVARD,JONESBORO,AR,72401,AR - Jonesboro,24,"13,733.91","4,268.12","3,254.20",40,AR,5,"101,489","40,199","105,642","34,898"
948 - SIGNS & SYMPTOMS W/O MCC,50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,CA - Los Angeles,12,"14,632.33","4,951.50","4,299.16",40,CA,6,"1,458,114","515,578","1,511,793","403,457"
948 - SIGNS & SYMPTOMS W/O MCC,60104,CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL,2551 W 84TH AVENUE,WESTMINSTER,CO,80031,CO - Denver,12,"23,995.08","4,628.91","3,971.25",40,CO,8,"199,090","55,076","203,107","41,910"
948 - SIGNS & SYMPTOMS W/O MCC,70025,HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,6102,CT - Hartford,37,"19,806.75","6,359.72","5,694.43",40,CT,9,"145,369","25,759","149,262","17,433"
948 - SIGNS & SYMPTOMS W/O MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,DC - Washington,32,"18,338.84","6,705.56","6,063.96",40,DC,11,"31,771","3,712","42,265","2,042"
312 - SYNCOPE & COLLAPSE,80006,NANTICOKE MEMORIAL HOSPITAL,801 MIDDLEFORD RD,SEAFORD,DE,19973,MD - Salisbury,47,"11,734.82","5,793.06","4,626.97",40,DE,10,"37,479","6,340","40,390","4,704"
948 - SIGNS & SYMPTOMS W/O MCC,100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,250 NORTH WICKHAM ROAD,MELBOURNE,FL,32935,FL - Orlando,21,"15,086.47","3,763.28","3,010.14",40,FL,12,"580,489","289,512","624,879","235,730"
948 - SIGNS & SYMPTOMS W/O MCC,110198,NORTH FULTON REGIONAL HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,GA - Atlanta,21,"36,798.38","4,022.19","3,219.71",40,GA,13,"332,222","150,431","365,087","127,014"
312 - SYNCOPE & COLLAPSE,120022,STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,HONOLULU,HI,96813,HI - Honolulu,13,"20,349.46","5,185.92","4,404.69",40,HI,15,"52,312","7,891","53,557","5,430"
948 - SIGNS & SYMPTOMS W/O MCC,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,ID - Boise,11,"7,968.45","4,377.45","2,801.72",40,ID,16,"57,401","19,836","58,865","16,575"
948 - SIGNS & SYMPTOMS W/O MCC,140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,IL - Hinsdale,66,"17,587.40","4,474.30","2,860.36",40,IL,17,"482,287","134,031","515,428","93,635"
948 - SIGNS & SYMPTOMS W/O MCC,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,46032,IN - Indianapolis,17,"18,039.00","3,615.11","2,953.00",40,IN,18,"255,338","74,975","266,344","58,550"
948 - SIGNS & SYMPTOMS W/O MCC,160110,ALLEN MEMORIAL HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,IA - Waterloo,14,"10,330.00","3,981.50","3,260.64",40,IA,19,"138,433","22,195","136,977","16,890"
948 - SIGNS & SYMPTOMS W/O MCC,170176,OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,66215,MO - Kansas City,22,"35,782.81","3,957.22","3,294.13",40,KS,20,"118,714","29,476","117,297","24,395"
948 - SIGNS & SYMPTOMS W/O MCC,180130,BAPTIST HOSPITAL EAST,4000 KRESGE WAY,LOUISVILLE,KY,40207,KY - Louisville,39,"14,662.87","3,558.89","2,952.64",40,KY,21,"160,136","47,577","167,401","38,585"
948 - SIGNS & SYMPTOMS W/O MCC,190160,GLENWOOD REGIONAL MEDICAL CENTER,503 MCMILLAN ROAD,WEST MONROE,LA,71291,LA - Monroe,29,"23,506.48","3,953.34","2,933.55",40,LA,22,"157,150","66,874","178,096","53,227"
948 - SIGNS & SYMPTOMS W/O MCC,200040,HENRIETTA D GOODALL HOSPITAL,25 JUNE ST,SANFORD,ME,4073,ME - Portland,13,"9,042.53","4,153.61","3,546.53",40,ME,23,"46,375","10,982","48,145","7,532"
948 - SIGNS & SYMPTOMS W/O MCC,210061,ATLANTIC GENERAL HOSPITAL,9733 HEALTHWAY DRIVE,BERLIN,MD,21811,MD - Salisbury,12,"5,944.08","5,587.50","4,565.83",40,MD,24,"229,283","43,452","240,337","33,030"
312 - SYNCOPE & COLLAPSE,220171,LAHEY CLINIC HOSPITAL,41 & 45 MALL ROAD,BURLINGTON,MA,1803,MA - Boston,91,"9,598.40","5,673.87","4,688.93",40,MA,25,"318,098","24,420","332,676","16,072"
312 - SYNCOPE & COLLAPSE,230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,43,"18,165.62","4,442.00","3,513.39",40,MI,26,"403,180","94,184","419,547","69,359"
312 - SYNCOPE & COLLAPSE,240132,UNITY HOSPITAL,550 OSBORNE ROAD,FRIDLEY,MN,55432,MN - Minneapolis,55,"17,266.05","4,585.29","3,517.45",40,MN,27,"217,254","36,302","222,793","25,112"
312 - SYNCOPE & COLLAPSE,250104,ANDERSON REGIONAL MEDICAL CENTER,2124 14 ST,MERIDIAN,MS,39301,MS - Meridian,34,"16,616.82","4,071.41","3,000.32",40,MS,28,"100,122","48,272","112,631","39,120"
312 - SYNCOPE & COLLAPSE,260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,MO - Kansas City,32,"19,565.75","4,063.09","3,142.53",40,MO,29,"218,737","67,102","234,572","54,658"
312 - SYNCOPE & COLLAPSE,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,40,"11,448.00","4,680.55","3,809.65",40,MT,30,"36,441","13,874","36,595","10,462"
312 - SYNCOPE & COLLAPSE,280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601,NE - Omaha,23,"11,409.86","6,541.17","4,740.17",40,NE,31,"76,596","17,300","77,384","14,400"
312 - SYNCOPE & COLLAPSE,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,NV - Las Vegas,61,"30,599.54","4,911.42","3,943.11",40,NV,32,"85,375","38,905","90,251","32,242"
312 - SYNCOPE & COLLAPSE,300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,3060,NH - Manchester,28,"16,811.71","4,579.53","3,655.39",40,NH,33,"53,219","10,318","54,275","8,319"
312 - SYNCOPE & COLLAPSE,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,89,"42,371.95","4,757.75","3,909.80",40,NJ,34,"314,748","82,206","319,177","61,452"
312 - SYNCOPE & COLLAPSE,320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE,CARLSBAD,NM,88220,TX - Lubbock,14,"23,986.78","5,253.07","3,335.50",40,NM,35,"69,903","33,233","73,194","26,623"
948 - SIGNS & SYMPTOMS W/O MCC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,61,"21,448.49","7,372.03","6,353.08",40,NY,36,"816,499","159,157","863,164","115,886"
948 - SIGNS & SYMPTOMS W/O MCC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,16,"19,690.50","4,546.37","3,511.43",40,NC,37,"343,969","122,072","370,747","97,720"
948 - SIGNS & SYMPTOMS W/O MCC,350011,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,ND,58122,ND - Fargo/Moorhead MN,30,"11,153.40","4,530.66","3,710.13",40,ND,38,"39,054","6,446","36,083","5,303"
948 - SIGNS & SYMPTOMS W/O MCC,360239,KETTERING MEDICAL CENTER - SYCAMORE,4000 MIAMISBURG-CENTERVILLE ROAD,MIAMISBURG,OH,45342,OH - Kettering,18,"21,167.27","4,278.72","3,123.72",40,OH,39,"443,929","100,999","470,101","71,334"
948 - SIGNS & SYMPTOMS W/O MCC,370166,WAGONER COMMUNITY HOSPITAL,1200 WEST CHEROKEE STREET,WAGONER,OK,74467,OK - Tulsa,13,"8,225.84","5,220.30","4,526.15",40,OK,40,"130,796","58,477","138,372","48,006"
948 - SIGNS & SYMPTOMS W/O MCC,380061,PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN STREET,PORTLAND,OR,97213,OR - Portland,16,"14,452.81","4,707.00","4,001.50",40,OR,41,"140,917","40,669","144,999","33,178"
948 - SIGNS & SYMPTOMS W/O MCC,390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,100O EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,PA - Wilkes-Barre,24,"24,899.66","4,564.41","3,782.04",40,PA,42,"515,159","97,160","538,569","72,737"
948 - SIGNS & SYMPTOMS W/O MCC,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2902,RI - Providence,50,"19,688.58","6,508.56","5,645.68",40,RI,44,"47,961","9,536","51,249","7,877"
948 - SIGNS & SYMPTOMS W/O MCC,420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401,SC - Charleston,31,"23,706.58","4,061.83","3,507.03",40,SC,45,"169,817","59,090","182,617","48,861"
948 - SIGNS & SYMPTOMS W/O MCC,430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT,YANKTON,SD,57078,SD - Sioux Falls,18,"14,290.55","4,417.55","3,666.44",40,SD,46,"32,991","9,001","32,975","7,176"
948 - SIGNS & SYMPTOMS W/O MCC,440185,SKYRIDGE MEDICAL CENTER,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,TN - Chattanooga,62,"19,187.19","3,835.66","2,968.04",40,TN,47,"232,905","72,655","254,420","54,176"
948 - SIGNS & SYMPTOMS W/O MCC,670055,METHODIST STONE OAK HOSPITAL,1139 E SONTERRA BLVD,SAN ANTONIO,TX,78258,TX - San Antonio,11,"21,704.72","4,027.36","2,649.72",40,TX,48,"848,005","481,716","883,646","418,602"
948 - SIGNS & SYMPTOMS W/O MCC,460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,84790,UT - Salt Lake City,11,"14,024.63","4,384.18","3,458.00",40,UT,49,"130,500","33,241","135,511","28,261"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,470005,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,5701,VT - Burlington,17,"13,384.05","5,015.58","4,087.11",40,VT,50,"30,716","3,406","29,822","2,458"
948 - SIGNS & SYMPTOMS W/O MCC,490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,VA - Richmond,25,"32,874.08","4,108.68","3,381.84",40,VA,51,"301,299","80,062","326,920","65,758"
948 - SIGNS & SYMPTOMS W/O MCC,500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OLYMPIA,WA,98502,WA - Olympia,13,"18,580.92","4,385.61","3,693.92",40,WA,53,"251,603","76,275","257,711","59,789"
948 - SIGNS & SYMPTOMS W/O MCC,510062,BECKLEY ARH HOSPITAL,306 STANAFORD ROAD,BECKLEY,WV,25801,WV - Charleston,29,"6,331.55","3,851.10","3,271.10",40,WV,54,"66,367","19,536","66,645","16,120"
948 - SIGNS & SYMPTOMS W/O MCC,520160,APPLETON MED CTR,1818 N MEADE ST,APPLETON,WI,54911,WI - Appleton,19,"7,100.84","3,830.10","3,123.57",40,WI,55,"230,742","47,132","239,958","34,092"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,CO - Fort Collins,38,"9,255.15","5,310.63","3,950.07",40,WY,56,"22,681","6,610","21,497","5,044"
312 - SYNCOPE & COLLAPSE,10149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,AL - Montgomery,41,"16,023.78","4,348.73","3,446.19",40,AL,1,"173,849","58,849","188,498","48,144"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99519,AK - Anchorage,30,"27,203.30","6,684.76","4,141.93",40,AK,2,"26,917","12,275","25,692","8,152"
312 - SYNCOPE & COLLAPSE,30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,NV - Las Vegas,16,"23,790.18","4,493.56","3,721.31",40,AZ,4,"233,098","92,136","245,929","72,752"
312 - SYNCOPE & COLLAPSE,40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,AR,72205,AR - Little Rock,100,"15,769.51","4,166.93","2,980.50",40,AR,5,"101,489","40,199","105,642","34,898"
948 - SIGNS & SYMPTOMS W/O MCC,50752,BROTMAN MEDICAL CENTER,3828 DELMAS TERRACE,CULVER CITY,CA,90231,CA - Los Angeles,15,"27,754.40","5,271.00","4,744.86",40,CA,6,"1,458,114","515,578","1,511,793","403,457"
948 - SIGNS & SYMPTOMS W/O MCC,60100,"MEDICAL CENTER OF AURORA, THE",1501 S POTOMAC ST,AURORA,CO,80012,CO - Denver,14,"23,695.85","6,246.85","3,228.85",40,CO,8,"199,090","55,076","203,107","41,910"
948 - SIGNS & SYMPTOMS W/O MCC,70022,YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,6504,CT - New Haven,103,"25,645.90","8,164.11","6,161.52",40,CT,9,"145,369","25,759","149,262","17,433"
948 - SIGNS & SYMPTOMS W/O MCC,90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,DC - Washington,18,"22,789.50","10,017.88","9,420.44",40,DC,11,"31,771","3,712","42,265","2,042"
312 - SYNCOPE & COLLAPSE,80004,BAYHEALTH - KENT GENERAL HOSPITAL,640 S STATE STREET,DOVER,DE,19901,DE - Wilmington,70,"14,652.41","4,654.84","3,683.72",40,DE,10,"37,479","6,340","40,390","4,704"
948 - SIGNS & SYMPTOMS W/O MCC,100290,"VILLAGES REGIONAL HOSPITAL, THE",1451 EL CAMINO REAL,THE VILLAGES,FL,32159,FL - Orlando,39,"16,739.23","3,584.69","2,863.15",40,FL,12,"580,489","289,512","624,879","235,730"
948 - SIGNS & SYMPTOMS W/O MCC,110192,EMORY EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,GA - Atlanta,12,"23,411.41","3,958.33","3,211.66",40,GA,13,"332,222","150,431","365,087","127,014"
312 - SYNCOPE & COLLAPSE,120010,HAWAII MEDICAL CENTER EAST,2230 LILIHA STREET,HONOLULU,HI,96817,HI - Honolulu,19,"18,370.68","5,537.73","4,502.47",40,HI,15,"52,312","7,891","53,557","5,430"
948 - SIGNS & SYMPTOMS W/O MCC,130006,ST LUKES REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,ID - Boise,17,"16,737.47","4,213.41","3,490.35",40,ID,16,"57,401","19,836","58,865","16,575"
948 - SIGNS & SYMPTOMS W/O MCC,140286,KISHWAUKEE COMMUNITY HOSPITAL,ONE KISH HOSPITAL DRIVE,DEKALB,IL,60115,IL - Rockford,45,"16,102.57","3,885.22","3,011.88",40,IL,17,"482,287","134,031","515,428","93,635"
948 - SIGNS & SYMPTOMS W/O MCC,150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,46123,IN - Indianapolis,31,"18,936.77","4,196.25","2,967.45",40,IN,18,"255,338","74,975","266,344","58,550"
948 - SIGNS & SYMPTOMS W/O MCC,160083,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVE,DES MOINES,IA,50314,IA - Des Moines,50,"16,700.68","5,263.58","3,335.82",40,IA,19,"138,433","22,195","136,977","16,890"
948 - SIGNS & SYMPTOMS W/O MCC,170146,PROVIDENCE MEDICAL CENTER,8929 PARALLEL PARKWAY,KANSAS CITY,KS,66112,MO - Kansas City,21,"14,990.85","4,345.90","3,120.19",40,KS,20,"118,714","29,476","117,297","24,395"
948 - SIGNS & SYMPTOMS W/O MCC,180127,FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,KY - Lexington,12,"16,228.08","4,147.83","3,584.50",40,KY,21,"160,136","47,577","167,401","38,585"
948 - SIGNS & SYMPTOMS W/O MCC,190146,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,LA - Metairie,13,"13,068.69","3,973.30","2,872.69",40,LA,22,"157,150","66,874","178,096","53,227"
948 - SIGNS & SYMPTOMS W/O MCC,200039,MAINE GENERAL MEDICAL CENTER,6 E CHESTNUT ST,AUGUSTA,ME,4330,ME - Portland,19,"14,100.84","5,153.73","3,233.05",40,ME,23,"46,375","10,982","48,145","7,532"
948 - SIGNS & SYMPTOMS W/O MCC,210057,SHADY GROVE ADVENTIST HOSPITAL,9901 MEDICAL CTR DR,ROCKVILLE,MD,20850,DC - Washington,39,"6,461.15","6,149.07","5,154.35",40,MD,24,"229,283","43,452","240,337","33,030"
312 - SYNCOPE & COLLAPSE,220163,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,MA - Worcester,192,"16,245.62","7,099.19","6,064.40",40,MA,25,"318,098","24,420","332,676","16,072"
312 - SYNCOPE & COLLAPSE,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,282,"15,547.84","4,516.82","3,566.34",40,MI,26,"403,180","94,184","419,547","69,359"
312 - SYNCOPE & COLLAPSE,240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,COON RAPIDS,MN,55433,MN - Minneapolis,102,"18,344.46","4,563.39","3,655.35",40,MN,27,"217,254","36,302","222,793","25,112"
312 - SYNCOPE & COLLAPSE,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,MS,39202,MS - Jackson,116,"14,610.67","3,819.43","2,790.52",40,MS,28,"100,122","48,272","112,631","39,120"
312 - SYNCOPE & COLLAPSE,260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,MO - St. Louis,56,"15,931.41","3,918.28","2,790.50",40,MO,29,"218,737","67,102","234,572","54,658"
312 - SYNCOPE & COLLAPSE,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,23,"10,444.65","4,471.69","3,615.95",40,MT,30,"36,441","13,874","36,595","10,462"
312 - SYNCOPE & COLLAPSE,280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,6901 NORTH 72ND ST,OMAHA,NE,68122,NE - Omaha,24,"24,081.66","5,815.29","4,249.50",40,NE,31,"76,596","17,300","77,384","14,400"
312 - SYNCOPE & COLLAPSE,290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,NV - Las Vegas,53,"34,747.69","4,515.77","3,421.26",40,NV,32,"85,375","38,905","90,251","32,242"
312 - SYNCOPE & COLLAPSE,300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,KEENE,NH,3431,NH - Lebanon,15,"11,283.60","5,325.86","4,280.73",40,NH,33,"53,219","10,318","54,275","8,319"
312 - SYNCOPE & COLLAPSE,310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,MANAHAWKIN,NJ,8050,NJ - Camden,38,"29,858.26","4,331.92","3,505.39",40,NJ,34,"314,748","82,206","319,177","61,452"
312 - SYNCOPE & COLLAPSE,320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,NM - Albuquerque,92,"17,579.61","4,826.58","3,729.73",40,NM,35,"69,903","33,233","73,194","26,623"
948 - SIGNS & SYMPTOMS W/O MCC,330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NY - East Long Island,23,"19,553.91","4,865.47","4,037.13",40,NY,36,"816,499","159,157","863,164","115,886"
948 - SIGNS & SYMPTOMS W/O MCC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,32,"10,515.00","4,355.28","3,721.53",40,NC,37,"343,969","122,072","370,747","97,720"
948 - SIGNS & SYMPTOMS W/O MCC,350006,TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,58701,ND - Minot,15,"10,442.80","4,246.20","3,686.60",40,ND,38,"39,054","6,446","36,083","5,303"
948 - SIGNS & SYMPTOMS W/O MCC,360234,MERCY FRANCISCAN HOSPITAL - MT AIRY,2446 KIPLING AVENUE,CINCINNATI,OH,45239,OH - Cincinnati,25,"11,209.52","4,077.88","3,174.84",40,OH,39,"443,929","100,999","470,101","71,334"
948 - SIGNS & SYMPTOMS W/O MCC,370156,PAULS VALLEY GENERAL HOSPITAL,100 VALLEY DRIVE,PAULS VALLEY,OK,73075,OK - Oklahoma City,12,"7,537.66","3,905.00","3,247.33",40,OK,40,"130,796","58,477","138,372","48,006"
948 - SIGNS & SYMPTOMS W/O MCC,380051,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,OR - Salem,29,"10,749.17","4,510.93","3,732.44",40,OR,41,"140,917","40,669","144,999","33,178"
948 - SIGNS & SYMPTOMS W/O MCC,390268,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,STATE COLLEGE,PA,16803,PA - Danville,22,"22,097.18","4,328.27","2,613.54",40,PA,42,"515,159","97,160","538,569","72,737"
948 - SIGNS & SYMPTOMS W/O MCC,410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,RI - Providence,16,"9,080.18","5,733.43","4,967.18",40,RI,44,"47,961","9,536","51,249","7,877"
948 - SIGNS & SYMPTOMS W/O MCC,420086,PALMETTO HEALTH BAPTIST,TAYLOR AT MARION,COLUMBIA,SC,29220,SC - Columbia,31,"25,891.19","5,410.06","3,553.58",40,SC,45,"169,817","59,090","182,617","48,861"
948 - SIGNS & SYMPTOMS W/O MCC,430005,PRAIRIE LAKES HOSPITAL,401 9TH AVENUE NW  PO BOX 1210,WATERTOWN,SD,57201,SD - Sioux Falls,11,"8,968.00","4,156.90","3,439.45",40,SD,46,"32,991","9,001","32,975","7,176"
948 - SIGNS & SYMPTOMS W/O MCC,440184,FRANKLIN WOODS COMMUNITY HOSPITAL,401 PRINCETON RD,JOHNSON CITY,TN,37601,TN - Johnson City,11,"16,143.09","3,308.00","2,702.18",40,TN,47,"232,905","72,655","254,420","54,176"
948 - SIGNS & SYMPTOMS W/O MCC,670041,SETON MEDICAL CENTER WILLIAMSON,201 SETON PARKWAY,ROUND ROCK,TX,78664,TX - Austin,23,"26,314.39","3,806.86","3,071.39",40,TX,48,"848,005","481,716","883,646","418,602"
948 - SIGNS & SYMPTOMS W/O MCC,460014,MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,TOOELE,UT,84074,UT - Salt Lake City,11,"12,469.36","5,188.72","3,092.45",40,UT,49,"130,500","33,241","135,511","28,261"
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,470003,FLETCHER ALLEN HOSPITAL OF VERMONT,111 COLCHESTER AVE,BURLINGTON,VT,5401,VT - Burlington,16,"19,014.25","8,946.18","7,513.31",40,VT,50,"30,716","3,406","29,822","2,458"
948 - SIGNS & SYMPTOMS W/O MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,11,"10,927.72","3,818.81","3,101.36",40,VA,51,"301,299","80,062","326,920","65,758"
948 - SIGNS & SYMPTOMS W/O MCC,500124,EVERGREEN HOSPITAL MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,WA,98034,WA - Seattle,14,"14,597.21","4,351.28","3,630.42",40,WA,53,"251,603","76,275","257,711","59,789"
948 - SIGNS & SYMPTOMS W/O MCC,510058,CAMDEN CLARK MEDICAL CENTER,800 GARFIELD AVE,PARKERSBURG,WV,26101,WV - Charleston,46,"12,803.50","3,536.80","2,723.73",40,WV,54,"66,367","19,536","66,645","16,120"
948 - SIGNS & SYMPTOMS W/O MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,52,"17,707.84","4,084.55","3,363.28",40,WI,55,"230,742","47,132","239,958","34,092"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,WY - Casper,33,"13,347.00","4,111.00","3,291.60",40,WY,56,"22,681","6,610","21,497","5,044"
312 - SYNCOPE & COLLAPSE,10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,AL - Montgomery,32,"6,796.18","3,937.03","3,015.93",40,AL,1,"173,849","58,849","188,498","48,144"
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,AK - Anchorage,24,"8,796.87","7,178.66","6,333.66",40,AK,2,"26,917","12,275","25,692","8,152"
312 - SYNCOPE & COLLAPSE,30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,AZ - Phoenix,52,"27,787.13","5,455.07","3,909.80",40,AZ,4,"233,098","92,136","245,929","72,752"
312 - SYNCOPE & COLLAPSE,40088,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,AR,71731,AR - Little Rock,14,"21,580.85","4,399.50","2,975.42",40,AR,5,"101,489","40,199","105,642","34,898"
948 - SIGNS & SYMPTOMS W/O MCC,50742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,CA - Los Angeles,17,"47,641.29","5,085.70","4,360.76",40,CA,6,"1,458,114","515,578","1,511,793","403,457"
948 - SIGNS & SYMPTOMS W/O MCC,60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,DENVER,CO,80210,CO - Denver,18,"24,179.55","4,506.16","3,639.22",40,CO,8,"199,090","55,076","203,107","41,910"
948 - SIGNS & SYMPTOMS W/O MCC,70021,WINDHAM COMM MEM HOSP & HATCH HOSP,112 MANSFIELD AVE,WILLIMANTIC,CT,6226,CT - Hartford,16,"13,850.06","6,077.81","5,515.81",40,CT,9,"145,369","25,759","149,262","17,433"
